 Item ID  |  Item Name
  2379    |   Basement Wall
  237A    |   Shanty Wall
  237B    |   Wood Paneling
  237C    |   Floral Wall
  237D    |   Kitchen Wall
  237E    |   Music-Room Wall
  237F    |   Manor Wall
  2380    |   Office Wall
  2381    |   Plaza Wall
  2382    |   Lattice Wall
  2383    |   Stately Wall
  2384    |   Imperial Wall
  2385    |   Arched Window
  2386    |   Bamboo Wall
  2387    |   Ivy Wall
  2388    |   Ancient Wall
  2389    |   Exquisite Wall
  238A    |   Tent Wall
  238B    |   Industrial Wall
  238C    |   Library Wall
  238D    |   Illusion Wall
  238E    |   Meadow Vista
  238F    |   Tropical Vista
  2390    |   Desert Vista
  2391    |   Chain-Link Fence
  2392    |   Tree-Lined Wall
  2393    |   Sky Wall
  2394    |   Cityscape Wall
  2395    |   Dirt-Clod Wall
  2396    |   Common Wall
  2397    |   Old Wallpaper
  2398    |   Mushroom Mural
  2399    |   Creepy Wall
  239A    |   Dotted Wall
  239B    |   Ramshackle Wall
  239C    |   Sporty Wall
  239D    |   Golden Wall
  239E    |   Jungle Wall
  239F    |   Underwater Wall
  23A0    |   Dig-Site Wall
  23A1    |   Paintball Wall
  23A2    |   Marine Pop Wall
  23A3    |   Ice Wall
  23A4    |   Sloppy Wall
  23A5    |   Sci-Fi Wall
  23A6    |   Rococo Wall
  23A7    |   Butterfly Wall
  23A8    |   Modern Wood Wall
  23A9    |   Mermaid Wall
  23AA    |   Sleek Wall
  23AB    |   Card Wall
  23AC    |   Stripe Wall
  23AD    |   Alpine Wall
  23AE    |   Neutral Wall
  23AF    |   Ski-Slope Wall
  23B0    |   Balloon Wall
  23B1    |   Astro Wall
  23B2    |   Flower Pop Wall
  23B3    |   Cheese Wall
  23B4    |   Red Tile Wall
  23B5    |   Maze Wall
  23B6    |   Autumn Wall
  23B7    |   Palace Wall
  23B8    |   Party Wall
  23B9    |   Paw-Print Wall
  23BA    |   Summit Wall
  23BB    |   Skyscraper Wall
  23BC    |   Exhibit-Room Wall
  23BD    |   Museum Wall
  23BE    |   Notebook Wall
  23BF    |   Recycle-Shop Wall
  23C0    |   Convenient Wall
  23C1    |   Supermarket Wall
  23C2    |   Home-Center Wall
  23C3    |   Department Wall
  23C4    |   Gracie Wall
  23C5    |   Gracie Wall (2)
  23C6    |   Gracie Wall (3)
  23C7    |   Exotic Rug
  23C8    |   Lovely Carpet
  23C9    |   Classic Carpet
  23CA    |   Ranch Flooring
  23CB    |   Cabana Flooring
  23CC    |   Blue Flooring
  23CD    |   Modern Tile
  23CE    |   Regal Carpet
  23CF    |   Green Rug
  23D0    |   Cabin Rug
  23D1    |   Kiddie Carpet
  23D2    |   Robo-Floor
  23D3    |   Snowman Carpet
  23D4    |   Forest Floor
  23D5    |   Pavé Floor
  23D6    |   Egg Floor
  23D7    |   Spooky Carpet
  23D8    |   Harvest Rug
  23D9    |   Jingle Carpet
  23DA    |   Princess Carpet
  23DB    |   Gracie Carpet
  23DC    |   Sweets Floor
  23DD    |   Gorgeous Floor
  23DE    |   Western Desert
  23DF    |   Lunar Surface
  23E0    |   Closed Road
  23E1    |   Boxing-Ring Mat
  23E2    |   Backyard Lawn
  23E3    |   Playroom Rug
  23E4    |   Ship Deck
  23E5    |   Lab Floor
  23E6    |   Classroom Floor
  23E7    |   Bath Tile
  23E8    |   Pastel-Dot Rug
  23E9    |   Checkered Tile
  23EA    |   Ceramic Tile
  23EB    |   Diner Tile
  23EC    |   Kitschy Tile
  23ED    |   Red Tile
  23EE    |   Mosaic Tile
  23EF    |   Chessboard Rug
  23F0    |   Plaza Tile
  23F1    |   Palace Tile
  23F2    |   Imperial Tile
  23F3    |   Kitchen Tile
  23F4    |   Stone Tile
  23F5    |   Charcoal Tile
  23F6    |   Tatami
  23F7    |   Planked Tatami
  23F8    |   Mossy Carpet
  23F9    |   Sand Garden
  23FA    |   Slate Flooring
  23FB    |   Concrete Floor
  23FC    |   Basement Floor
  23FD    |   Parquet Floor
  23FE    |   Old Board Floor
  23FF    |   Kitchen Flooring
  2400    |   Music-Room Floor
  2401    |   Office Flooring
  2402    |   Opulent Rug
  2403    |   Plush Carpet
  2404    |   Ornate Rug
  2405    |   Fancy Carpet
  2406    |   Exquisite Rug
  2407    |   Tent Rug
  2408    |   Tartan Rug
  2409    |   Round Carpet
  240A    |   Citrus Carpet
  240B    |   Cowhide Rug
  240C    |   Birch Flooring
  240D    |   Plank Flooring
  240E    |   Bamboo Flooring
  240F    |   Steel Flooring
  2410    |   Shanty Mat
  2411    |   Ancient Tile
  2412    |   Illusion Floor
  2413    |   Daisy Meadow
  2414    |   Tropical Floor
  2415    |   Saharah's Desert
  2416    |   Sandlot
  2417    |   Sidewalk
  2418    |   Cloud Flooring
  2419    |   Common Floor
  241A    |   Old Flooring
  241B    |   Block Floor
  241C    |   Creepy Floor
  241D    |   Ramshackle Floor
  241E    |   Sporty Floor
  241F    |   Golden Carpet
  2420    |   Hopscotch Floor
  2421    |   Wildflower Floor
  2422    |   Jungle Floor
  2423    |   Underwater Floor
  2424    |   Dig-Site Floor
  2425    |   Paintball Floor
  2426    |   Ladybug Carpet
  2427    |   Ice Floor
  2428    |   Sloppy Carpet
  2429    |   Sci-Fi Floor
  242A    |   Modern Wood Flooring
  242B    |   Mermaid Carpet
  242C    |   Sleek Carpet
  242D    |   Card Carpet
  242E    |   Stripe Carpet
  242F    |   Neutral Floor
  2430    |   Ski-Slope Floor
  2431    |   Balloon Floor
  2432    |   Astro Floor
  2433    |   Flower Pop Carpet
  2434    |   Marine Pop Floor
  2435    |   Cheese Floor
  2436    |   Maze Floor
  2437    |   Autumn Floor
  2438    |   Rococo Floor
  2439    |   Alpine Rug
  243A    |   Notebook Floor
  243B    |   Dotted Rug
  243C    |   Exhibit-Room Floor
  243D    |   Museum Floor
  243E    |   Recycle-Shop Floor
  243F    |   Convenient Floor
  2440    |   Market Floor
  2441    |   Home-Center Floor
  2442    |   Department Floor
  2443    |   Gracie Floor
  2444    |   Gracie Floor (2)
  2445    |   Gracie Floor (3)
  2446    |   Male Vest (Unused)
  2447    |   Female Vest (Unused)
  2448    |   One-Ball Tee
  2449    |   Two-Ball Tee
  244A    |   Three-Ball Tee
  244B    |   Four-Ball Tee
  244C    |   Five-Ball Tee
  244D    |   Six-Ball Tee
  244E    |   Seven-Ball Tee
  244F    |   Eight-Ball Tee
  2450    |   Nine-Ball Tee
  2451    |   Paw Tee
  2452    |   Daisy Tee
  2453    |   Tulip Tee
  2454    |   Cherry Tee
  2455    |   Skull Tee
  2456    |   U-R-Here Tee
  2457    |   Lightning Tee
  2458    |   MVP Tee
  2459    |   BB Tee
  245A    |   Fish Tee
  245B    |   Frog Tee
  245C    |   Bear Tee
  245D    |   Bunny Tee
  245E    |   Bunny Shirt
  245F    |   Elephant Tee
  2460    |   Spade Tee
  2461    |   Diamond Tee
  2462    |   Club Tee
  2463    |   Heart Tee
  2464    |   Big-Star Tee
  2465    |   Bright Tee
  2466    |   A Tee
  2467    |   No. 1 Shirt
  2468    |   No. 2 Shirt
  2469    |   No. 3 Shirt
  246A    |   No. 4 Shirt
  246B    |   No. 5 Shirt
  246C    |   No. 23 Shirt
  246D    |   No. 67 Shirt
  246E    |   Big Bro's Tee
  246F    |   Li'l Bro's Tee
  2470    |   Cloudy Tee
  2471    |   Fresh Tee
  2472    |   Dawn Tee
  2473    |   Misty Tee
  2474    |   Sunset Tee
  2475    |   Deep-Blue Tee
  2476    |   Peachy Tee
  2477    |   Rainbow Tee
  2478    |   Sno-Cone Tee
  2479    |   Orange Tie-Dye Tee
  247A    |   Purple Tie-Dye Tee
  247B    |   Green Tie-Dye Tee
  247C    |   Blue Tie-Dye Tee
  247D    |   Red Tie-Dye Tee
  247E    |   Bold-Check Tee
  247F    |   Café Tee
  2480    |   Checkered Tee
  2481    |   Blue-Check Tee
  2482    |   Red-Check Tee
  2483    |   Dogtooth Tee
  2484    |   Tan Dogtooth Tee
  2485    |   Rugby Tee
  2486    |   Green-Bar Tee
  2487    |   Yellow-Bar Tee
  2488    |   Grape-Stripe Tee
  2489    |   Beatnik Tee
  248A    |   Red-Bar Tee
  248B    |   Blue-Stripe Tee
  248C    |   Blue-Stripe Shirt
  248D    |   Gelato Tee
  248E    |   Chain-Gang Tee
  248F    |   Speedway Tee
  2490    |   Yellow Tartan Tee
  2491    |   Fall Plaid Tee
  2492    |   Blue Tartan Tee
  2493    |   Dapper Tee
  2494    |   Natty Tee
  2495    |   Blue-Grid Tee
  2496    |   Red-Grid Tee
  2497    |   Dazed Tee
  2498    |   Checkerboard Tee
  2499    |   Toad Tee
  249A    |   Dark Polka Tee
  249B    |   Lite Polka Tee
  249C    |   Bubble-Gum Tee
  249D    |   Funky-Dot Tee
  249E    |   Gumdrop Tee
  249F    |   Big-Dot Tee
  24A0    |   Aqua Polka Tee
  24A1    |   Blue-Bar Tee
  24A2    |   Gold-Bar Tee
  24A3    |   Brown-Bar Tee
  24A4    |   Vegetarian Tee
  24A5    |   Racer Tee
  24A6    |   Pastel-Stripe Tee
  24A7    |   Rally Tee
  24A8    |   Racer 6 Tee
  24A9    |   Vertigo Tee
  24AA    |   Barber Tee
  24AB    |   Jade Plaid Tee
  24AC    |   Blue Plaid Tee
  24AD    |   Mint Gingham Tee
  24AE    |   Picnic Tee
  24AF    |   Candy Gingham Tee
  24B0    |   Lemon Gingham Tee
  24B1    |   Melon Gingham Tee
  24B2    |   Bad Plaid Tee
  24B3    |   Pink Tartan Tee
  24B4    |   Waffle Tee
  24B5    |   Gray Tartan Tee
  24B6    |   Gray Tartan Shirt
  24B7    |   Red Argyle Shirt
  24B8    |   Red Argyle Tee
  24B9    |   Blue Argyle Shirt
  24BA    |   Blue Argyle Tee
  24BB    |   Pink Argyle Shirt
  24BC    |   Pink Argyle Tee
  24BD    |   Cyan Argyle Shirt
  24BE    |   Cyan Argyle Tee
  24BF    |   Chevron Shirt
  24C0    |   Icy Shirt
  24C1    |   Aurora Knit Shirt
  24C2    |   Winter Sweater
  24C3    |   Folk Shirt
  24C4    |   Argyle Knit Shirt
  24C5    |   Uncommon Shirt
  24C6    |   Comfy Sweater
  24C7    |   Beige Knit Shirt
  24C8    |   Earthy Knit Shirt
  24C9    |   Spring Shirt
  24CA    |   Lively Knit Shirt
  24CB    |   Deer Shirt
  24CC    |   Monkey Shirt
  24CD    |   Chocomint Tee
  24CE    |   Fern Tee
  24CF    |   Leaf Tee
  24D0    |   Fall Leaf Tee
  24D1    |   Straw Shirt
  24D2    |   Grass Tee
  24D3    |   Snow Shirt
  24D4    |   Lovely Tee
  24D5    |   Bubble Tee
  24D6    |   Chichi-Print Tee
  24D7    |   Coral Tee
  24D8    |   Groovy Tee
  24D9    |   Flame Tee
  24DA    |   Danger Tee
  24DB    |   Gracie Tank
  24DC    |   Future Tank
  24DD    |   Optical Shirt
  24DE    |   Twinkle Tee
  24DF    |   Star Tee
  24E0    |   Night-Sky Tee
  24E1    |   Amethyst Tank
  24E2    |   Nebula Tee
  24E3    |   Dice Tank
  24E4    |   Kiddie Tee
  24E5    |   Airy Tee
  24E6    |   Crossing Shirt
  24E7    |   Splendid Tee
  24E8    |   Jagged Tee
  24E9    |   Subdued-Print Tee
  24EA    |   Sharp Outfit
  24EB    |   Painter's Tee
  24EC    |   Jungle-Camo Tee
  24ED    |   Arctic-Camo Tee
  24EE    |   Desert-Camo Tee
  24EF    |   Circuit Tank
  24F0    |   Pulse Tank
  24F1    |   Zebra Tee
  24F2    |   Tiger Tee
  24F3    |   Cow Tee
  24F4    |   Leopard Tee
  24F5    |   Giraffe Tee
  24F6    |   Ladybug Tank
  24F7    |   Spiderweb Tee
  24F8    |   Caterpillar Tank
  24F9    |   Fiendish Shirt
  24FA    |   Citrus Tee
  24FB    |   Kiwi Tee
  24FC    |   Watermelon Tee
  24FD    |   Strawberry Tee
  24FE    |   Grape Tee
  24FF    |   Melon Tee
  2500    |   Pink Wave Tank
  2501    |   Flan Tank
  2502    |   Hot-Dog Tank
  2503    |   Sandwich Tank
  2504    |   Noodle Tee
  2505    |   Sundae Tank
  2506    |   Dragon Suit
  2507    |   Periwinkle Tee
  2508    |   Hot Spring Tee
  2509    |   New Spring Tee
  250A    |   Crewel Tee
  250B    |   Tropical Tee
  250C    |   Corseted Shirt
  250D    |   Noble Shirt
  250E    |   Red Aloha Tee
  250F    |   Blue Aloha Tee
  2510    |   Western Shirt
  2511    |   Royal Shirt
  2512    |   Firefighter Shirt
  2513    |   Doctor's Coat
  2514    |   Bone Shirt
  2515    |   Zipper Shirt
  2516    |   Mummy Shirt
  2517    |   Military Uniform
  2518    |   Sailor's Tee
  2519    |   Reggae Tee
  251A    |   Camel Shirt
  251B    |   Concierge Shirt
  251C    |   Tuxedo
  251D    |   Explorer Tee
  251E    |   Soccer Tee
  251F    |   Red Down Jacket
  2520    |   Blue Down Jacket
  2521    |   Cavalier Shirt
  2522    |   Beaded Shirt
  2523    |   Wrap Shirt
  2524    |   Wrestler Tank
  2525    |   Security Tee
  2526    |   Bear Costume
  2527    |   Frog Costume
  2528    |   Kappa Costume
  2529    |   Imperial Shirt
  252A    |   Racing Shirt
  252B    |   Orange Jacket
  252C    |   Tin Shirt
  252D    |   Scale-Armor Suit
  252E    |   Armor Suit
  252F    |   Gold-Armor Suit
  2530    |   Striking Outfit
  2531    |   Red Warm-Up Suit
  2532    |   Baseball Shirt
  2533    |   Red Gym Tee
  2534    |   Blue Gym Tee
  2535    |   Space Suit
  2536    |   Caveman Tank
  2537    |   Kung-Fu Tee
  2538    |   Pleather Vest
  2539    |   Cycling Shirt
  253A    |   Cycling Tee
  253B    |   Chef's Outfit
  253C    |   Genie Shirt
  253D    |   Folk Tunic
  253E    |   Red-Zap Suit
  253F    |   Blue-Zap Suit
  2540    |   Green-Zap Suit
  2541    |   Samurai Shirt
  2542    |   Patched Shirt
  2543    |   Hero's Clothes
  2544    |   Varia Suit
  2545    |   Team NTDO Tee
  2546    |   Gray Parka
  2547    |   Fishing Vest
  2548    |   Captain's Jacket
  2549    |   Ninja Shirt
  254A    |   Detective Outfit
  254B    |   Santa Coat
  254C    |   Chick Tee
  254D    |   Scale-Print Tee
  254E    |   Jinbei Top
  254F    |   Kanji Tee
  2550    |   Raglan Shirt
  2551    |   Happi Tee
  2552    |   Red Letter Jacket
  2553    |   Blue Letter Jacket
  2554    |   Black Letter Jacket
  2555    |   Tiger Jacket
  2556    |   Dragon Jacket
  2557    |   Red Flannel Shirt
  2558    |   Blue Flannel Shirt
  2559    |   Black Flannel Shirt
  255A    |   Pink-Bud Tank
  255B    |   Garden Tank
  255C    |   Lacy White Tank
  255D    |   Pink Tank
  255E    |   Hanten Shirt
  255F    |   Work Shirt
  2560    |   Tan Puffy Vest
  2561    |   After-School Jacket
  2562    |   Kids' Smock
  2563    |   School Jacket
  2564    |   Mint Shirt
  2565    |   Denim Jacket
  2566    |   Prism Tee
  2567    |   Denim Vest
  2568    |   Green Gym Tee
  2569    |   Green Emblem Blazer
  256A    |   Acid-Washed Jacket
  256B    |   Red Ringmaster Coat
  256C    |   White Tuxedo Jacket
  256D    |   Black-Denim Jacket
  256E    |   Basketball Tank
  256F    |   Iberian Jacket
  2570    |   Pink Parka
  2571    |   Jockey Shirt
  2572    |   Blue Track Jacket
  2573    |   Sweater-Vest
  2574    |   Waistcoat
  2575    |   Black Track Jacket
  2576    |   Beige Emblem Blazer
  2577    |   Clerk's Shirt
  2578    |   Green Warm-Up Jacket
  2579    |   Blue Ringmaster Coat
  257A    |   Relay Tank
  257B    |   Snowy Sweater
  257C    |   Red Jacket
  257D    |   Blue Jacket
  257E    |   Floral Knit Tee
  257F    |   Dreamy Tee
  2580    |   Pop Bloom Tee
  2581    |   Silk Bloom Tee
  2582    |   Blossom Tee
  2583    |   Yellow Aloha Tee
  2584    |   Loud Bloom Tee
  2585    |   Rose-Sky Tee
  2586    |   Blue Diamond Shirt
  2587    |   Lotus Tee
  2588    |   Rose Tee
  2589    |   Pep-Squad Tee
  258A    |   Jester Shirt
  258B    |   Swell Shirt
  258C    |   Go-Go Shirt
  258D    |   Festivale Tank
  258E    |   Pink Pj Shirt
  258F    |   Blue Pj Shirt
  2590    |   Canary Shirt
  2591    |   Flight-Crew Shirt
  2592    |   Café Uniform
  2593    |   Peacoat
  2594    |   Shearling Coat
  2595    |   Mod Shirt
  2596    |   Tacky Sweater
  2597    |   Sunflower Tee
  2598    |   Green-Stripe Tank
  2599    |   Gray Tank
  259A    |   Preppy Shirt
  259B    |   Flowery Tee
  259C    |   HHA Tee
  259D    |   HHA Jacket
  259E    |   Dr. Shrunk's Jacket
  259F    |   24-hour-Shop Uniform
  25A0    |   Swell Tee
  25A1    |   Blue Diamond Tee
  25A2    |   Raglan Tee
  25A3    |   MVP Shirt
  25A4    |   Jade Plaid Shirt
  25A5    |   Red-Check Shirt
  25A6    |   Rugby Shirt
  25A7    |   Painter's Shirt
  25A8    |   Pulse Shirt
  25A9    |   Toad Shirt
  25AA    |   Sailor's Shirt
  25AB    |   Frog Shirt
  25AC    |   Blue-Grid Shirt
  25AD    |   Kung-Fu Shirt
  25AE    |   Tan Dogtooth Shirt
  25AF    |   Bad Plaid Shirt
  25B0    |   Fern Shirt
  25B1    |   Arctic-Camo Shirt
  25B2    |   Fall Leaf Shirt
  25B3    |   Elephant Shirt
  25B4    |   Red-Grid Shirt
  25B5    |   Chain-Gang Shirt
  25B6    |   Dogtooth Shirt
  25B7    |   Moldy Shirt
  25B8    |   Waffle Shirt
  25B9    |   Vegetarian Shirt
  25BA    |   Blue-Check Shirt
  25BB    |   Picnic Shirt
  25BC    |   Natty Shirt
  25BD    |   Pink Tartan Shirt
  25BE    |   Checkerboard Shirt
  25BF    |   Dark Polka Shirt
  25C0    |   Lemon Gingham Shirt
  25C1    |   Brown-Bar Shirt
  25C2    |   Dazed Shirt
  25C3    |   Nebula Shirt
  25C4    |   Bubble-Gum Shirt
  25C5    |   Blue-Bar Shirt
  25C6    |   Lite Polka Shirt
  25C7    |   Yellow-Bar Shirt
  25C8    |   Yellow Tartan Shirt
  25C9    |   Amethyst Shirt
  25CA    |   Soccer Shirt
  25CB    |   Grape-Stripe Shirt
  25CC    |   Red-Bar Shirt
  25CD    |   Candy Gingham Shirt
  25CE    |   Skull Shirt
  25CF    |   Flame Shirt
  25D0    |   Vertigo Shirt
  25D1    |   Green-Bar Shirt
  25D2    |   Gelato Shirt
  25D3    |   Dapper Shirt
  25D4    |   Desert-Camo Shirt
  25D5    |   Jungle-Camo Shirt
  25D6    |   Beatnik Shirt
  25D7    |   Gold-Bar Shirt
  25D8    |   Fall Plaid Shirt
  25D9    |   Blue Tartan Shirt
  25DA    |   Mint Gingham Shirt
  25DB    |   Bear Shirt
  25DC    |   Melon Gingham Shirt
  25DD    |   Blue Plaid Shirt
  25DE    |   Melon Shirt
  25DF    |   Watermelon Shirt
  25E0    |   Zipper Tank
  25E1    |   Misty Tank
  25E2    |   Purple Tie-Dye Tank
  25E3    |   Jester Tank
  25E4    |   Grape Tank
  25E5    |   Sno-Cone Tank
  25E6    |   Aqua Polka Tank
  25E7    |   Strawberry Tank
  25E8    |   Peachy Tank
  25E9    |   Reggae Tank
  25EA    |   Blue Argyle Tank
  25EB    |   Twinkle Tank
  25EC    |   Green Tie-Dye Tank
  25ED    |   Cool Tank
  25EE    |   Optical Tank
  25EF    |   Jagged Tank
  25F0    |   Rally Tank
  25F1    |   Bubble Tank
  25F2    |   Deep-Blue Tank
  25F3    |   Beaded Tank
  25F4    |   Coral Tank
  25F5    |   Pink Argyle Tank
  25F6    |   Funky-Dot Tank
  25F7    |   Groovy Tank
  25F8    |   Fresh Tank
  25F9    |   Tropical Tank
  25FA    |   Sunset Tank
  25FB    |   Citrus Tank
  25FC    |   Blue Tie-Dye Tank
  25FD    |   Giraffe Tank
  25FE    |   Orange Tie-Dye Tank
  25FF    |   Zebra Tank
  2600    |   Tiger Tank
  2601    |   Kiwi Tank
  2602    |   Red Tie-Dye Tank
  2603    |   Pep-Squad Tank
  2604    |   Dawn Tank
  2605    |   Beatnik Tank
  2606    |   Big-Dot Tank
  2607    |   Rainbow Tank
  2608    |   Leopard Tank
  2609    |   Cow Tank
  260A    |   Genie Vest
  260B    |   Cyan Argyle Tank
  260C    |   Festive Dress
  260D    |   Muumuu
  260E    |   Blue Dotted Dress
  260F    |   Tan Dogtooth Dress
  2610    |   Prim Outfit
  2611    |   Overall Dress
  2612    |   Pink Lace-Up Dress
  2613    |   Academy Uniform
  2614    |   Prep-School Uniform
  2615    |   Blue Party Dress
  2616    |   Pink Party Dress
  2617    |   Yellow Dotted Dress
  2618    |   Pinafore
  2619    |   Plaid Cami Dress
  261A    |   Green Dress
  261B    |   Butterfly Dress
  261C    |   Gaudy Dress
  261D    |   Sea Captain's Coat
  261E    |   Pink-Zap Suit
  261F    |   Fleece Dress
  2620    |   Vogue Dress
  2621    |   Citrus Gingham Dress
  2622    |   Floral Knit Dress
  2623    |   Dreamy Tank Dress
  2624    |   Silk Bloom Dress
  2625    |   Pop Bloom Dress
  2626    |   Blossom Dress
  2627    |   Loud Bloom Dress
  2628    |   Rose Tank Dress
  2629    |   Rose-Sky Tank Dress
  262A    |   Lotus Tank Dress
  262B    |   Blue Retro Dress
  262C    |   Orange Retro Dress
  262D    |   Cool Dress
  262E    |   Moldy Dress
  262F    |   Blossoming Dress
  2630    |   Ribbon Dress
  2631    |   Blue Lace-Up Dress
  2632    |   Orange Lace-Up Dress
  2633    |   Green Lace-Up Dress
  2634    |   Lime Dress
  2635    |   Turnip Dress
  2636    |   Yodel Dress
  2637    |   Red Riding Dress
  2638    |   Witch's Robe
  2639    |   Graduation Gown
  263A    |   Sky Dress
  263B    |   Alpinist Dress
  263C    |   Kimono
  263D    |   Milkmaid Dress
  263E    |   Toga
  263F    |   Cake Dress
  2640    |   Waitress Dress
  2641    |   Princess Dress
  2642    |   Fairy-Tale Dress
  2643    |   Pink Polka Dress
  2644    |   Palatial Tank Dress
  2645    |   Poncho
  2646    |   Fluffy Dress
  2647    |   Cat Dress
  2648    |   Plum Coat
  2649    |   Frock Coat
  264A    |   Casual Outfit
  264B    |   Maid Dress
  264C    |   Trench Coat
  264D    |   Pharaoh's Outfit
  264E    |   Bathrobe
  264F    |   Polka-Dot Dress
  2650    |   Patched Dress
  2651    |   Black-Velvet Dress
  2652    |   Dazed Dress
  2653    |   Dogtooth Dress
  2654    |   Nurse's Uniform
  2655    |   Embroidered Dress
  2656    |   Festivale Tank Dress
  2657    |   Tartan-Plaid Outfit
  2658    |   Sweater Dress
  2659    |   Shirtdress
  265A    |   Red Dress
  265B    |   Yellow Raincoat
  265C    |   Dollhouse Dress
  265D    |   Festive-Tree Dress
  265E    |   Ballet Outfit
  265F    |   Classic Dress
  2660    |   U-R-Here Dress
  2661    |   Natty Dress
  2662    |   Dapper Dress
  2663    |   Gumdrop Dress
  2664    |   Chima Jeogori Dress
  2665    |   Spring Kimono
  2666    |   Caveman Tank Dress
  2667    |   Star Tank Dress
  2668    |   Twinkle Tank Dress
  2669    |   Pastel-Stripe Dress
  266A    |   Cat Tank Dress
  266B    |   Cake Tank Dress
  266C    |   Fluffy Tank Dress
  266D    |   Lovely Dress
  266E    |   Rental Wet Suit
  266F    |   Black Wet Suit
  2670    |   Pink Wet Suit
  2671    |   Striped Wet Suit
  2672    |   Green Wet Suit
  2673    |   Orange Wet Suit
  2674    |   Red Wet Suit
  2675    |   White Wet Suit
  2676    |   Blue Wet Suit
  2677    |   ???
  2678    |   ???
  2679    |   Jungle-Camo Shorts
  267A    |   Jungle-Camo Pants
  267B    |   Cargo Pants
  267C    |   Dogtooth Pants
  267D    |   Tan Dogtooth Pants
  267E    |   Patched Pants
  267F    |   Santa Pants
  2680    |   Hero's Pants
  2681    |   Leopard Pants
  2682    |   Leopard Skirt
  2683    |   Denim Skirt
  2684    |   Lite Polka Skirt
  2685    |   Cow Pants
  2686    |   Giraffe Pants
  2687    |   Tiger Pants
  2688    |   Zebra Pants
  2689    |   Armor Pants
  268A    |   Gold-Armor Pants
  268B    |   Iberian Pants
  268C    |   Baseball Pants
  268D    |   Bone Pants
  268E    |   Arctic-Camo Pants
  268F    |   Desert-Camo Pants
  2690    |   Caveman Shorts
  2691    |   Blue Boxing Shorts
  2692    |   Red Boxing Shorts
  2693    |   Pep-Squad Skirt
  2694    |   New Spring Skirt
  2695    |   Hot Spring Skirt
  2696    |   Imperial Pants
  2697    |   Bear-Costume Pants
  2698    |   Frog-Costume Pants
  2699    |   Kappa-Costume Pants
  269A    |   Gray Sweatpants
  269B    |   Western Pants
  269C    |   Funky-Dot Skirt
  269D    |   Flame Pants
  269E    |   Green Plaid Shorts
  269F    |   Dragon Leggings
  26A0    |   Explorer Pants
  26A1    |   Firefighter Pants
  26A2    |   Checkerboard Skirt
  26A3    |   Picnic Skirt
  26A4    |   Brown Plaid Shorts
  26A5    |   Rainbow Plaid Shorts
  26A6    |   Mint Gingham Skirt
  26A7    |   Blue Polka Shorts
  26A8    |   Corseted Skirt
  26A9    |   Blue-Grid Skirt
  26AA    |   Patched-Knee Pants
  26AB    |   Red-Grid Skirt
  26AC    |   Blue Gym Shorts
  26AD    |   Green Gym Shorts
  26AE    |   Red Gym Shorts
  26AF    |   Blue-Zap Pants
  26B0    |   Green-Zap Pants
  26B1    |   Red-Zap Pants
  26B2    |   Blue Warm-Up Pants
  26B3    |   Green Warm-Up Pants
  26B4    |   Red Warm-Up Pants
  26B5    |   Jester Pants
  26B6    |   Kung-Fu Pants
  26B7    |   Pleather Pants
  26B8    |   Military Pants
  26B9    |   Mummy Pants
  26BA    |   Varia Suit Pants
  26BB    |   Ninja Pants
  26BC    |   Genie Pants
  26BD    |   Dark Polka Skirt
  26BE    |   Racing Pants
  26BF    |   White-Lace Skirt
  26C0    |   Sailor Skirt
  26C1    |   Samurai Pants
  26C2    |   Jinbei Shorts
  26C3    |   Space Pants
  26C4    |   Cuffed Pants
  26C5    |   Kilt
  26C6    |   Pink Sweatpants
  26C7    |   Chino Pants
  26C8    |   Gray Tartan Skirt
  26C9    |   Two-Tone Pants
  26CA    |   Natty Skirt
  26CB    |   Dapper Skirt
  26CC    |   Soccer Shorts
  26CD    |   Orange Pants
  26CE    |   Wrestler Pants
  26CF    |   Black Track Pants
  26D0    |   Running Pants
  26D1    |   Gray Formal Pants
  26D2    |   Navy Formal Pants
  26D3    |   Black Formal Pants
  26D4    |   White Formal Pants
  26D5    |   Red-Stripe Pants
  26D6    |   Red Plaid Skirt
  26D7    |   Pastel-Check Skirt
  26D8    |   Grass Skirt
  26D9    |   Red Tartan Pants
  26DA    |   Red Polka Skirt
  26DB    |   Dry-Denim Pants
  26DC    |   Black-Denim Skirt
  26DD    |   Acid-Washed Pants
  26DE    |   Gray-Stripe Pants
  26DF    |   Black-Denim Pants
  26E0    |   Worn-Out Jeans
  26E1    |   Emerald Polka Skirt
  26E2    |   Brown Argyle Skirt
  26E3    |   Pink Argyle Skirt
  26E4    |   Green Tartan Pants
  26E5    |   Dry-Denim Skirt
  26E6    |   Aloha Shorts
  26E7    |   Blue-Stripe Pants
  26E8    |   Festivale Pants
  26E9    |   Pink Pj Bottoms
  26EA    |   Blue Pj Bottoms
  26EB    |   Basketball Shorts
  26EC    |   Relay Shorts
  26ED    |   Brown Formal Pants
  26EE    |   Royal Shorts
  26EF    |   Scale-Armor Pants
  26F0    |   Black Formal Skirt
  26F1    |   Gray Formal Skirt
  26F2    |   Navy Formal Skirt
  26F3    |   Crocheted Tights
  26F4    |   Brown-Stripe Socks
  26F5    |   Black Stockings
  26F6    |   Heart-Print Tights
  26F7    |   Rainbow Tights
  26F8    |   Black Ankle Socks
  26F9    |   Star Tights
