  Item ID   |                      Item Name                     |            Filepath
  0x2706    | Tiger Pants                                        |    romfs:/Item/Model/btms_anml_tiger.bcres
  0x2707    | Zebra Pants                                        |    romfs:/Item/Model/btms_anml_zebra.bcres
  0x2708    | Armor Pants                                        |    romfs:/Item/Model/btms_armor.bcres
  0x2709    | Gold-Armor Pants                                   |    romfs:/Item/Model/btms_armor_gld.bcres
  0x270A    | Iberian Pants                                      |    romfs:/Item/Model/btms_matador.bcres
  0x270B    | Baseball Pants                                     |    romfs:/Item/Model/btms_baseball.bcres
  0x270C    | Bone Pants                                         |    romfs:/Item/Model/btms_bone.bcres
  0x270D    | Arctic-Camo Pants                                  |    romfs:/Item/Model/btms_camo_cold.bcres
  0x270E    | Desert-Camo Pants                                  |    romfs:/Item/Model/btms_camo_desert.bcres
  0x270F    | Caveman Shorts                                     |    romfs:/Item/Model/btms_caveman.bcres
  0x2710    | Blue Boxing Shorts                                 |    romfs:/Item/Model/btms_boxing_blu.bcres
  0x2711    | Red Boxing Shorts                                  |    romfs:/Item/Model/btms_boxing_red.bcres
  0x2712    | Pep-Squad Skirt                                    |    romfs:/Item/Model/btms_cheer.bcres
  0x2713    | New Spring Skirt                                   |    romfs:/Item/Model/btms_china_blu.bcres
  0x2714    | Hot Spring Skirt                                   |    romfs:/Item/Model/btms_china_pnk.bcres
  0x2715    | Imperial Pants                                     |    romfs:/Item/Model/btms_chinese.bcres
  0x2716    | Bear-Costume Pants                                 |    romfs:/Item/Model/btms_cstm_bear.bcres
  0x2717    | Frog-Costume Pants                                 |    romfs:/Item/Model/btms_cstm_frog.bcres
  0x2718    | Kappa-Costume Pants                                |    romfs:/Item/Model/btms_cstm_kappa.bcres
  0x2719    | Gray Sweatpants                                    |    romfs:/Item/Model/btms_sweat_gry.bcres
  0x271A    | Western Pants                                      |    romfs:/Item/Model/btms_cowboy.bcres
  0x271B    | Funky-Dot Skirt                                    |    romfs:/Item/Model/btms_dot_ppl.bcres
  0x271C    | Flame Pants                                        |    romfs:/Item/Model/btms_fire.bcres
  0x271D    | Green Plaid Shorts                                 |    romfs:/Item/Model/btms_halfcheck_grn.bcres
  0x271E    | Dragon Leggings                                    |    romfs:/Item/Model/btms_dragon.bcres
  0x271F    | Explorer Pants                                     |    romfs:/Item/Model/btms_explorer.bcres
  0x2720    | Firefighter Pants                                  |    romfs:/Item/Model/btms_firefighter.bcres
  0x2721    | Checkerboard Skirt                                 |    romfs:/Item/Model/btms_gambler.bcres
  0x2722    | Picnic Skirt                                       |    romfs:/Item/Model/btms_gingham_berry.bcres
  0x2723    | Brown Plaid Shorts                                 |    romfs:/Item/Model/btms_halfcheck_brw.bcres
  0x2724    | Rainbow Plaid Shorts                               |    romfs:/Item/Model/btms_half_colorful.bcres
  0x2725    | Mint Gingham Skirt                                 |    romfs:/Item/Model/btms_gingham_mint.bcres
  0x2726    | Blue Polka Shorts                                  |    romfs:/Item/Model/btms_half_dot.bcres
  0x2727    | Corseted Skirt                                     |    romfs:/Item/Model/btms_gothic.bcres
  0x2728    | Blue-Grid Skirt                                    |    romfs:/Item/Model/btms_grid_blu.bcres
  0x2729    | Patched-Knee Pants                                 |    romfs:/Item/Model/btms_knee.bcres
  0x272A    | Red-Grid Skirt                                     |    romfs:/Item/Model/btms_grid_fall.bcres
  0x272B    | Blue Gym Shorts                                    |    romfs:/Item/Model/btms_gym_blu.bcres
  0x272C    | Green Gym Shorts                                   |    romfs:/Item/Model/btms_gym_grn.bcres
  0x272D    | Red Gym Shorts                                     |    romfs:/Item/Model/btms_gym_red.bcres
  0x272E    | Blue-Zap Pants                                     |    romfs:/Item/Model/btms_hero_blu.bcres
  0x272F    | Green-Zap Pants                                    |    romfs:/Item/Model/btms_hero_grn.bcres
  0x2730    | Red-Zap Pants                                      |    romfs:/Item/Model/btms_hero_red.bcres
  0x2731    | Blue Warm-Up Pants                                 |    romfs:/Item/Model/btms_jersey_blu.bcres
  0x2732    | Green Warm-Up Pants                                |    romfs:/Item/Model/btms_jersey_grn.bcres
  0x2733    | Red Warm-Up Pants                                  |    romfs:/Item/Model/btms_jersey_red.bcres
  0x2734    | Jester Pants                                       |    romfs:/Item/Model/btms_jester.bcres
  0x2735    | Kung-Fu Pants                                      |    romfs:/Item/Model/btms_kungfu.bcres
  0x2736    | Pleather Pants                                     |    romfs:/Item/Model/btms_leather.bcres
  0x2737    | Military Pants                                     |    romfs:/Item/Model/btms_military.bcres
  0x2738    | Mummy Pants                                        |    romfs:/Item/Model/btms_mummy.bcres
  0x2739    | Varia Suit Pants                                   |    romfs:/Item/Model/btms_nin_samus.bcres
  0x273A    | Ninja Pants                                        |    romfs:/Item/Model/btms_ninja.bcres
  0x273B    | Genie Pants                                        |    romfs:/Item/Model/btms_persian.bcres
  0x273C    | Dark Polka Skirt                                   |    romfs:/Item/Model/btms_polka_blk.bcres
  0x273D    | Racing Pants                                       |    romfs:/Item/Model/btms_racer.bcres
  0x273E    | White-Lace Skirt                                   |    romfs:/Item/Model/btms_lace_wht.bcres
  0x273F    | Sailor Skirt                                       |    romfs:/Item/Model/btms_sailor.bcres
  0x2740    | Samurai Pants                                      |    romfs:/Item/Model/btms_samurai.bcres
  0x2741    | Jinbei Shorts                                      |    romfs:/Item/Model/btms_jinbe.bcres
  0x2742    | Space Pants                                        |    romfs:/Item/Model/btms_space.bcres
  0x2743    | Cuffed Pants                                       |    romfs:/Item/Model/btms_shorten.bcres
  0x2744    | Kilt                                               |    romfs:/Item/Model/btms_kilt.bcres
  0x2745    | Pink Sweatpants                                    |    romfs:/Item/Model/btms_sweat_pnk.bcres
  0x2746    | Chino Pants                                        |    romfs:/Item/Model/btms_tino.bcres
  0x2747    | Gray Tartan Skirt                                  |    romfs:/Item/Model/btms_tartan_gry.bcres
  0x2748    | Two-Tone Pants                                     |    romfs:/Item/Model/btms_two_tone.bcres
  0x2749    | Natty Skirt                                        |    romfs:/Item/Model/btms_tweed_pnk.bcres
  0x274A    | Dapper Skirt                                       |    romfs:/Item/Model/btms_tweed_ylw.bcres
  0x274B    | Soccer Shorts                                      |    romfs:/Item/Model/btms_unfm_latin.bcres
  0x274C    | Orange Pants                                       |    romfs:/Item/Model/btms_worker_org.bcres
  0x274D    | Wrestler Pants                                     |    romfs:/Item/Model/btms_wrestler.bcres
  0x274E    | Black Track Pants                                  |    romfs:/Item/Model/btms_jersey_sport.bcres
  0x274F    | Running Pants                                      |    romfs:/Item/Model/btms_spats.bcres
  0x2750    | Gray Formal Pants                                  |    romfs:/Item/Model/btms_formal_gry.bcres
  0x2751    | Navy Formal Pants                                  |    romfs:/Item/Model/btms_formal_nvy.bcres
  0x2752    | Black Formal Pants                                 |    romfs:/Item/Model/btms_formal_blk.bcres
  0x2753    | White Formal Pants                                 |    romfs:/Item/Model/btms_formal_wht.bcres
  0x2754    | Red-Stripe Pants                                   |    romfs:/Item/Model/btms_border_red.bcres
  0x2755    | Red Plaid Skirt                                    |    romfs:/Item/Model/btms_check_red.bcres
  0x2756    | Pastel-Check Skirt                                 |    romfs:/Item/Model/btms_check_fresh.bcres
  0x2757    | Grass Skirt                                        |    romfs:/Item/Model/btms_koshimino.bcres
  0x2758    | Red Tartan Pants                                   |    romfs:/Item/Model/btms_tartan_red.bcres
  0x2759    | Red Polka Skirt                                    |    romfs:/Item/Model/btms_dot_red.bcres
  0x275A    | Dry-Denim Pants                                    |    romfs:/Item/Model/btms_denim_nwash.bcres
  0x275B    | Black-Denim Skirt                                  |    romfs:/Item/Model/btms_denim_blk_skt.bcres
  0x275C    | Acid-Washed Pants                                  |    romfs:/Item/Model/btms_denim_chemi.bcres
  0x275D    | Gray-Stripe Pants                                  |    romfs:/Item/Model/btms_border_gry.bcres
  0x275E    | Black-Denim Pants                                  |    romfs:/Item/Model/btms_denim_blk.bcres
  0x275F    | Worn-Out Jeans                                     |    romfs:/Item/Model/btms_denim_hole.bcres
  0x2760    | Emerald Polka Skirt                                |    romfs:/Item/Model/btms_dot_emg.bcres
  0x2761    | Brown Argyle Skirt                                 |    romfs:/Item/Model/btms_argyle_brw.bcres
  0x2762    | Pink Argyle Skirt                                  |    romfs:/Item/Model/btms_argyle_pnk.bcres
  0x2763    | Green Tartan Pants                                 |    romfs:/Item/Model/btms_tartan_grn.bcres
  0x2764    | Dry-Denim Skirt                                    |    romfs:/Item/Model/btms_denim_n_skt.bcres
  0x2765    | Aloha Shorts                                       |    romfs:/Item/Model/btms_aloha.bcres
  0x2766    | Blue-Stripe Pants                                  |    romfs:/Item/Model/btms_border_blu.bcres
  0x2767    | Festivale Pants                                    |    romfs:/Item/Model/btms_samba.bcres
  0x2768    | Pink Pj Bottoms                                    |    romfs:/Item/Model/btms_pajama_red.bcres
  0x2769    | Blue Pj Bottoms                                    |    romfs:/Item/Model/btms_pajama_blu.bcres
  0x276A    | Basketball Shorts                                  |    romfs:/Item/Model/btms_basket.bcres
  0x276B    | Relay Shorts                                       |    romfs:/Item/Model/btms_ekiden.bcres
  0x276C    | Brown Formal Pants                                 |    romfs:/Item/Model/btms_formal_brw.bcres
  0x276D    | Royal Shorts                                       |    romfs:/Item/Model/btms_royal.bcres
  0x276E    | Scale-Armor Pants                                  |    romfs:/Item/Model/btms_scale.bcres
  0x276F    | Black Formal Skirt                                 |    romfs:/Item/Model/btms_formal_skt_blk.bcres
  0x2770    | Gray Formal Skirt                                  |    romfs:/Item/Model/btms_formal_skt_gry.bcres
  0x2771    | Navy Formal Skirt                                  |    romfs:/Item/Model/btms_formal_skt_nvy.bcres
  0x2772    | Ganondorf Pants                                    |    romfs:/Item/Model/btms_nin_ganondorf.bcres
  0x2773    | Green Gingham Shorts                               |    romfs:/Item/Model/btms_snr_keroppi.bcres
  0x2774    | Callie Pants                                       |    romfs:/Item/Model/btms_spl_aori.bcres
  0x2775    | High-Spirits Pants                                 |    romfs:/Item/Model/btms_fueki.bcres
  0x2776    | Sheik Pants                                        |    romfs:/Item/Model/btms_nin_sheik.bcres
  0x2777    | Crocheted Tights                                   |    romfs:/Item/Model/sock_tights_net.bcres
  0x2778    | Brown-Stripe Socks                                 |    romfs:/Item/Model/sock_border_brw.bcres
  0x2779    | Black Stockings                                    |    romfs:/Item/Model/sock_stocking_blk.bcres
  0x277A    | Heart-Print Tights                                 |    romfs:/Item/Model/sock_tights_heart.bcres
  0x277B    | Rainbow Tights                                     |    romfs:/Item/Model/sock_tights_rnbw.bcres
  0x277C    | Black Ankle Socks                                  |    romfs:/Item/Model/sock_anklet_blk.bcres
  0x277D    | Star Tights                                        |    romfs:/Item/Model/sock_tights_star.bcres
  0x277E    | Purple-Stripe Tights                               |    romfs:/Item/Model/sock_tights_border.bcres
  0x277F    | Dress Socks                                        |    romfs:/Item/Model/sock_business_blk.bcres
  0x2780    | Gray Tights                                        |    romfs:/Item/Model/sock_tights_gry.bcres
  0x2781    | Navy Socks                                         |    romfs:/Item/Model/sock_high_nvy.bcres
  0x2782    | Hiking Gaiters                                     |    romfs:/Item/Model/sock_spats_climbing.bcres
  0x2783    | White-Lace Socks                                   |    romfs:/Item/Model/sock_lace_wht.bcres
  0x2784    | Tube Socks                                         |    romfs:/Item/Model/sock_line_ylw.bcres
  0x2785    | Argyle Socks                                       |    romfs:/Item/Model/sock_high_argyle.bcres
  0x2786    | Bobby Socks                                        |    romfs:/Item/Model/sock_three_fold.bcres
  0x2787    | Red Tights                                         |    romfs:/Item/Model/sock_tights_wred.bcres
  0x2788    | Purple Star Socks                                  |    romfs:/Item/Model/sock_high_star.bcres
  0x2789    | Gray Leggings                                      |    romfs:/Item/Model/sock_leggins_gry.bcres
  0x278A    | White Socks                                        |    romfs:/Item/Model/sock_high_wht.bcres
  0x278B    | Black Tights                                       |    romfs:/Item/Model/sock_tights_blk.bcres
  0x278C    | Beige Tights                                       |    romfs:/Item/Model/sock_tights_crm.bcres
  0x278D    | Colorful Socks                                     |    romfs:/Item/Model/sock_gaudy.bcres
  0x278E    | Checkered Socks                                    |    romfs:/Item/Model/sock_check_red.bcres
  0x278F    | Brown Socks                                        |    romfs:/Item/Model/sock_melange_crm.bcres
  0x2790    | Argyle Tights                                      |    romfs:/Item/Model/sock_tights_argyle.bcres
  0x2791    | Green-Stripe Socks                                 |    romfs:/Item/Model/sock_border_grn.bcres
  0x2792    | Leg Warmers                                        |    romfs:/Item/Model/sock_legwarmer.bcres
  0x2793    | White Ankle Socks                                  |    romfs:/Item/Model/sock_anklet_wht.bcres
  0x2794    | Soccer Socks                                       |    romfs:/Item/Model/sock_football_blu.bcres
  0x2795    | Black Leggings                                     |    romfs:/Item/Model/sock_leggins_blk.bcres
  0x2796    | Polka-Dot Socks                                    |    romfs:/Item/Model/sock_high_dot.bcres
  0x2797    | White Stockings                                    |    romfs:/Item/Model/sock_stocking_wht.bcres
  0x2798    | Gray Socks                                         |    romfs:/Item/Model/sock_melange_gry.bcres
  0x2799    | Blue-Stripe Tights                                 |    romfs:/Item/Model/sock_tights_marine.bcres
  0x279A    | Green Tights                                       |    romfs:/Item/Model/sock_tights_grn.bcres
  0x279B    | Callie Tights                                      |    romfs:/Item/Model/sock_tights_aori.bcres
  0x279C    | Marie Tights                                       |    romfs:/Item/Model/sock_tights_hotaru.bcres
  0x279D    | Kiki And Lala Socks                                |    romfs:/Item/Model/sock_high_kikirara.bcres
  0x279E    | Red Striped Socks                                  |    romfs:/Item/Model/sock_high_keroppi.bcres
  0x279F    | Blue Sneakers                                      |    romfs:/Item/Model/nml_doek_blu.bcres
  0x27A0    | White Patent Shoes                                 |    romfs:/Item/Model/nml_pumps_wht.bcres
  0x27A1    | Purple Pumps                                       |    romfs:/Item/Model/nml_pumps_ppl.bcres
  0x27A2    | Shearling Boots                                    |    romfs:/Item/Model/botL_mouton.bcres
  0x27A3    | Basketball Shoes                                   |    romfs:/Item/Model/botL_basket_ylw.bcres
  0x27A4    | Santa Boots                                        |    romfs:/Item/Model/botH_xmas.bcres
  0x27A5    | Hero's Boots                                       |    romfs:/Item/Model/botH_link.bcres
  0x27A6    | Lace-Up Boots                                      |    romfs:/Item/Model/botH_laceup.bcres
  0x27A7    | White Leather Shoes                                |    romfs:/Item/Model/nml_leather_wht.bcres
  0x27A8    | Hiking Boots                                       |    romfs:/Item/Model/botL_climbing.bcres
  0x27A9    | Kimono Sandals                                     |    romfs:/Item/Model/nml_geta.bcres
  0x27AA    | Snow Boots                                         |    romfs:/Item/Model/botH_snow.bcres
  0x27AB    | Flip-Flops                                         |    romfs:/Item/Model/nml_sandal_beach.bcres
  0x27AC    | Green Polka Pumps                                  |    romfs:/Item/Model/nml_pumps_dotgrn.bcres
  0x27AD    | Leopard Pumps                                      |    romfs:/Item/Model/nml_pumps_animal.bcres
  0x27AE    | Tropical Sandals                                   |    romfs:/Item/Model/nml_sandal_ethnic.bcres
  0x27AF    | Polka-Dot Rain Boots                               |    romfs:/Item/Model/botH_rain_dot.bcres
  0x27B0    | Yellow Rain Boots                                  |    romfs:/Item/Model/botH_rain_ylw.bcres
  0x27B1    | Cleats                                             |    romfs:/Item/Model/nml_spike.bcres
  0x27B2    | Wooden Clogs                                       |    romfs:/Item/Model/nml_wood.bcres
  0x27B3    | Brown Loafers                                      |    romfs:/Item/Model/nml_loafer_bwn.bcres
  0x27B4    | Slippers                                           |    romfs:/Item/Model/nml_slipper_grn.bcres
  0x27B5    | Monochrome Shoes                                   |    romfs:/Item/Model/nml_leather_mono.bcres
  0x27B6    | Green Sandals                                      |    romfs:/Item/Model/nml_sandal_wood.bcres
  0x27B7    | Tasseled Loafers                                   |    romfs:/Item/Model/nml_leather_blk.bcres
  0x27B8    | Purple High-Tops                                   |    romfs:/Item/Model/botL_sneaker_highcut.bcres
  0x27B9    | Flower Loafers                                     |    romfs:/Item/Model/nml_loafer_ethnic.bcres
  0x27BA    | Patched Shoes                                      |    romfs:/Item/Model/nml_boro.bcres
  0x27BB    | Clogs                                              |    romfs:/Item/Model/nml_sabot.bcres
  0x27BC    | Climbing Shoes                                     |    romfs:/Item/Model/nml_sports.bcres
  0x27BD    | Gladiator Sandals                                  |    romfs:/Item/Model/botH_gladiator.bcres
  0x27BE    | Ninja Sandals                                      |    romfs:/Item/Model/nml_setta.bcres
  0x27BF    | Steel-Toed Boots                                   |    romfs:/Item/Model/botH_engineer.bcres
  0x27C0    | Zap Boots                                          |    romfs:/Item/Model/botH_hero.bcres
  0x27C1    | Black Rain Boots                                   |    romfs:/Item/Model/botH_rain_blk.bcres
  0x27C2    | Stripe Shoes                                       |    romfs:/Item/Model/nml_pumps_stripe.bcres
  0x27C3    | Ballet Slippers                                    |    romfs:/Item/Model/botL_ballet.bcres
  0x27C4    | Cowboy Boots                                       |    romfs:/Item/Model/botH_western.bcres
  0x27C5    | Jester's Shoes                                     |    romfs:/Item/Model/botL_pierrot.bcres
  0x27C6    | School Shoes                                       |    romfs:/Item/Model/nml_enamel_blk.bcres
  0x27C7    | Armor Shoes                                        |    romfs:/Item/Model/nml_armor.bcres
  0x27C8    | Gold-Armor Shoes                                   |    romfs:/Item/Model/nml_armor_gld.bcres
  0x27C9    | Blue Wrestling Shoes                               |    romfs:/Item/Model/botH_ring_blu.bcres
  0x27CA    | Red Wrestling Shoes                                |    romfs:/Item/Model/botH_ring_red.bcres
  0x27CB    | Varia Suit Shoes                                   |    romfs:/Item/Model/botL_samus.bcres
  0x27CC    | Green Buckled Shoes                                |    romfs:/Item/Model/nml_doek_grn.bcres
  0x27CD    | Black Loafers                                      |    romfs:/Item/Model/nml_loafer_blk.bcres
  0x27CE    | Pink Slip-Ons                                      |    romfs:/Item/Model/nml_doek_pnk.bcres
  0x27CF    | Blue Pumps                                         |    romfs:/Item/Model/nml_pumps_blu.bcres
  0x27D0    | Colorful Sneakers                                  |    romfs:/Item/Model/nml_doek_blured.bcres
  0x27D1    | Red Boat Shoes                                     |    romfs:/Item/Model/nml_doek_red.bcres
  0x27D2    | Red Shoes                                          |    romfs:/Item/Model/nml_doek_red_wht.bcres
  0x27D3    | Orange Sandals                                     |    romfs:/Item/Model/nml_sandal_org.bcres
  0x27D4    | Brown Slip-Ons                                     |    romfs:/Item/Model/nml_doek_brw.bcres
  0x27D5    | Yellow Buckled Shoes                               |    romfs:/Item/Model/nml_enamel_ylw.bcres
  0x27D6    | Purple Dot Shoes                                   |    romfs:/Item/Model/nml_doek_ppl.bcres
  0x27D7    | Black Pumps                                        |    romfs:/Item/Model/nml_pumps_blk.bcres
  0x27D8    | Green-Stripe Shoes                                 |    romfs:/Item/Model/nml_doek_stripe.bcres
  0x27D9    | Pink Sneakers                                      |    romfs:/Item/Model/nml_sneaker_pnk.bcres
  0x27DA    | Brown Pumps                                        |    romfs:/Item/Model/nml_pumps_brw.bcres
  0x27DB    | Yellow Sneakers                                    |    romfs:/Item/Model/nml_sneaker_ylw.bcres
  0x27DC    | Orange Shoes                                       |    romfs:/Item/Model/nml_doek_org.bcres
  0x27DD    | Callie Shoes                                       |    romfs:/Item/Model/botL_aori.bcres
  0x27DE    | Marie Shoes                                        |    romfs:/Item/Model/botL_hotaru.bcres
  0x27DF    | Hello Kitty Shoes                                  |    romfs:/Item/Model/nml_kitty.bcres
  0x27E0    | My Melody Shoes                                    |    romfs:/Item/Model/botL_mymelo.bcres
  0x27E1    | Kiki And Lala Shoes                                |    romfs:/Item/Model/nml_kikirara.bcres
  0x27E2    | Pompompurin Shoes                                  |    romfs:/Item/Model/botL_prin.bcres
  0x27E3    | Cinnamoroll Shoes                                  |    romfs:/Item/Model/nml_cinnamo.bcres
  0x27E4    | Green Loafers                                      |    romfs:/Item/Model/nml_keroppi.bcres
  0x27E5    | Flower Fairy Boots                                 |    romfs:/Item/Model/botH_panepon.bcres
  0x27E6    | Gelato Umbrella                                    |    romfs:/Item/Model/umb_gelato.bcres
  0x27E7    | Bat Umbrella                                       |    romfs:/Item/Model/umb_bat.bcres
  0x27E8    | Lacy Parasol                                       |    romfs:/Item/Model/umb_lacy.bcres
  0x27E9    | Leaf Umbrella                                      |    romfs:/Item/Model/umb_leaf.bcres
  0x27EA    | Paper Parasol                                      |    romfs:/Item/Model/umb_paper.bcres
  0x27EB    | Ribbon Umbrella                                    |    romfs:/Item/Model/umb_ribbon.bcres
  0x27EC    | Red Umbrella                                       |    romfs:/Item/Model/umb_red.bcres
  0x27ED    | Blue Umbrella                                      |    romfs:/Item/Model/umb_blu.bcres
  0x27EE    | Yellow Umbrella                                    |    romfs:/Item/Model/umb_ylw.bcres
  0x27EF    | Green Umbrella                                     |    romfs:/Item/Model/umb_grn.bcres
  0x27F0    | Candy Umbrella                                     |    romfs:/Item/Model/umb_ging_candy.bcres
  0x27F1    | Melon Umbrella                                     |    romfs:/Item/Model/umb_ging_melon.bcres
  0x27F2    | Mint Umbrella                                      |    romfs:/Item/Model/umb_ging_mint.bcres
  0x27F3    | Picnic Umbrella                                    |    romfs:/Item/Model/umb_ging_picnic.bcres
  0x27F4    | Lemon Umbrella                                     |    romfs:/Item/Model/umb_ging_lemon.bcres
  0x27F5    | Toad Parasol                                       |    romfs:/Item/Model/umb_dot_toad.bcres
  0x27F6    | Eggy Parasol                                       |    romfs:/Item/Model/umb_dot_eggy.bcres
  0x27F7    | Blue Dot Parasol                                   |    romfs:/Item/Model/umb_dot_blu.bcres
  0x27F8    | Daisy Umbrella                                     |    romfs:/Item/Model/umb_daisy.bcres
  0x27F9    | Paw Umbrella                                       |    romfs:/Item/Model/umb_paw.bcres
  0x27FA    | Petal Parasol                                      |    romfs:/Item/Model/umb_petal.bcres
  0x27FB    | Busted Umbrella                                    |    romfs:/Item/Model/umb_busted.bcres
  0x27FC    | Sunny Parasol                                      |    romfs:/Item/Model/umb_sunny.bcres
  0x27FD    | Beach Umbrella                                     |    romfs:/Item/Model/umb_beach.bcres
  0x27FE    | Elegant Umbrella                                   |    romfs:/Item/Model/umb_elegant.bcres
  0x27FF    | Modern Umbrella                                    |    romfs:/Item/Model/umb_modern.bcres
  0x2800    | Leopard Umbrella                                   |    romfs:/Item/Model/umb_leopard.bcres
  0x2801    | Zebra Umbrella                                     |    romfs:/Item/Model/umb_zebra.bcres
  0x2802    | Forest Umbrella                                    |    romfs:/Item/Model/umb_forest.bcres
  0x2803    | Flame Umbrella                                     |    romfs:/Item/Model/umb_flame.bcres
  0x2804    | Camo Umbrella                                      |    romfs:/Item/Model/umb_camo.bcres
  0x2805    | Spider Umbrella                                    |    romfs:/Item/Model/umb_spider.bcres
  0x2806    | Gracie Umbrella                                    |    romfs:/Item/Model/umb_grace.bcres
  0x2807    | Peach's Parasol                                    |    romfs:/Item/Model/umb_peach.bcres
  0x2808    | Ghost Umbrella                                     |    romfs:/Item/Model/umb_talisman.bcres
  0x2809    | Maple Umbrella                                     |    romfs:/Item/Model/umb_redleaves.bcres
  0x280A    | Fruit-Panel Umbrella                               |    romfs:/Item/Model/umb_panepon.bcres
  0x280B    | Red Cap                                            |    romfs:/Item/Model/cap_cap_red.bcres
  0x280C    | Yellow Cap                                         |    romfs:/Item/Model/cap_cap_ylw.bcres
  0x280D    | Light-Blue Cap                                     |    romfs:/Item/Model/cap_cap_ltb.bcres
  0x280E    | Green Cap                                          |    romfs:/Item/Model/cap_cap_grn.bcres
  0x280F    | Star Cap                                           |    romfs:/Item/Model/cap_cap_star.bcres
  0x2810    | 1-Up Cap                                           |    romfs:/Item/Model/cap_cap_blk.bcres
  0x2811    | Purple Cap                                         |    romfs:/Item/Model/cap_cap_ppl.bcres
  0x2812    | Blue Cap                                           |    romfs:/Item/Model/cap_cap_blu.bcres
  0x2813    | Blue Pom-Pom Hat                                   |    romfs:/Item/Model/cap_knit_blu.bcres
  0x2814    | Green Knit Hat                                     |    romfs:/Item/Model/cap_knit_grn.bcres
  0x2815    | Orange Knit Hat                                    |    romfs:/Item/Model/cap_knit_org.bcres
  0x2816    | Pink Knit Hat                                      |    romfs:/Item/Model/cap_knit_pnk.bcres
  0x2817    | Purple Knit Hat                                    |    romfs:/Item/Model/cap_knit_ppl.bcres
  0x2818    | Red Pom-Pom Hat                                    |    romfs:/Item/Model/cap_knit_red.bcres
  0x2819    | Badge Hat                                          |    romfs:/Item/Model/cap_knit_badge.bcres
  0x281A    | Straw Hat                                          |    romfs:/Item/Model/cap_hat_straw.bcres
  0x281B    | Grandpa Hat                                        |    romfs:/Item/Model/cap_hat_grandpa.bcres
  0x281C    | Paperboy Cap                                       |    romfs:/Item/Model/cap_cap_paperboy.bcres
  0x281D    | Beret                                              |    romfs:/Item/Model/cap_beret.bcres
  0x281E    | Dandy Hat                                          |    romfs:/Item/Model/cap_hat_dandy.bcres
  0x281F    | Hunter's Cap                                       |    romfs:/Item/Model/cap_cap_hunters.bcres
  0x2820    | Detective Hat                                      |    romfs:/Item/Model/cap_hat_detective.bcres
  0x2821    | Top Hat                                            |    romfs:/Item/Model/cap_hat_top.bcres
  0x2822    | Puffy Hat                                          |    romfs:/Item/Model/cap_hat_puffy.bcres
  0x2823    | Gracie Hat                                         |    romfs:/Item/Model/cap_hat_grace.bcres
  0x2824    | Elegant Hat                                        |    romfs:/Item/Model/cap_hat_elegant.bcres
  0x2825    | Bandana                                            |    romfs:/Item/Model/cap_bandanna.bcres
  0x2826    | Tulip Hat                                          |    romfs:/Item/Model/cap_hat_tulip.bcres
  0x2827    | Do-Rag                                             |    romfs:/Item/Model/cap_bandanna_tri.bcres
  0x2828    | Swimming Cap                                       |    romfs:/Item/Model/cap_cap_swimming.bcres
  0x2829    | Wizard's Cap                                       |    romfs:/Item/Model/cap_cap_wizards.bcres
  0x282A    | Newsprint Helmet                                   |    romfs:/Item/Model/cap_helmet_npaper.bcres
  0x282B    | Santa Hat                                          |    romfs:/Item/Model/cap_hat_Xmas.bcres
  0x282C    | Big Bro's Hat                                      |    romfs:/Item/Model/cap_hat_bigbros.bcres
  0x282D    | Li'l Bro's Hat                                     |    romfs:/Item/Model/cap_hat_lilbros.bcres
  0x282E    | Wario Hat                                          |    romfs:/Item/Model/cap_hat_wario.bcres
  0x282F    | Bicycle Helmet                                     |    romfs:/Item/Model/cap_helmet_bicycle.bcres
  0x2830    | Chef's Hat                                         |    romfs:/Item/Model/cap_hat_chefs.bcres
  0x2831    | Combat Helmet                                      |    romfs:/Item/Model/cap_helmet_combat.bcres
  0x2832    | Scholar's Hat                                      |    romfs:/Item/Model/cap_hat_scholars.bcres
  0x2833    | Safety Helmet                                      |    romfs:/Item/Model/cap_helmet_safety.bcres
  0x2834    | Police Cap                                         |    romfs:/Item/Model/cap_cap_police.bcres
  0x2835    | Explorer's Hat                                     |    romfs:/Item/Model/cap_hat_explorers.bcres
  0x2836    | Captain's Hat                                      |    romfs:/Item/Model/cap_hat_captains.bcres
  0x2837    | Sailor's Hat                                       |    romfs:/Item/Model/cap_hat_sailors.bcres
  0x2838    | Silk Hat                                           |    romfs:/Item/Model/cap_hat_silk.bcres
  0x2839    | Outback Hat                                        |    romfs:/Item/Model/cap_hat_outback.bcres
  0x283A    | Milkmaid Hat                                       |    romfs:/Item/Model/cap_hat_dutch.bcres
  0x283B    | Sombrero                                           |    romfs:/Item/Model/cap_sombrero.bcres
  0x283C    | Alpinist Hat                                       |    romfs:/Item/Model/cap_hat_tyrolean.bcres
  0x283D    | Viking Helmet                                      |    romfs:/Item/Model/cap_helmet_viking.bcres
  0x283E    | Cavalier Hat                                       |    romfs:/Item/Model/cap_hat_cavalier.bcres
  0x283F    | Pirate's Hat                                       |    romfs:/Item/Model/cap_hat_pirates.bcres
  0x2840    | Jester's Cap                                       |    romfs:/Item/Model/cap_cap_jesters.bcres
  0x2841    | Witch's Hat                                        |    romfs:/Item/Model/cap_hat_witchs.bcres
  0x2842    | Melon Hat                                          |    romfs:/Item/Model/cap_fruit_melon.bcres
